16,100,2.0,0.9,51,639.0541460514069
16,100,1.0,0.9,51,630.18541431427
16,100,1.0,0.8,51,639.6992576122284
16,100,1.0,0.9,52,624.0470356941223
16,100,2.0,0.9,50,639.244786977768
16,100,2.0,0.9,48,620.5380182266235
16,100,1.0,0.8,50,633.0831010341644
16,200,1.0,0.8,49,1268.3583211898804
16,200,2.0,0.9,51,1318.9325649738312
16,100,1.0,0.8,51,639.018340587616
16,200,1.0,0.9,54,1332.6225872039795
16,200,1.0,0.9,53,1315.7622306346893
16,100,2.0,0.9,51,671.426876783371
16,100,1.0,0.8,53,658.9530870914459
16,300,2.0,0.9,52,1959.345128774643
16,300,1.0,0.9,54,2041.3636319637299
16,300,1.0,0.8,51,1946.8485572338104
16,200,1.0,0.9,51,1295.8438498973846
16,300,1.0,0.9,54,2064.3981783390045
16,200,1.0,0.9,51,1307.316118478775
16,200,2.0,0.9,51,1320.8890311717987
16,100,2.0,0.9,48,653.779629945755
16,100,1.0,0.9,50,624.782612323761
16,200,1.0,0.8,50,1281.256234407425
16,200,1.0,0.8,49,1249.0616731643677
16,100,1.0,0.8,50,653.5134787559509
16,200,1.0,0.9,56,1362.8621726036072
16,200,1.0,0.8,50,1294.3715567588806
16,300,1.0,0.9,56,2054.373571872711
16,200,1.0,0.8,53,1344.1819500923157
16,100,2.0,0.9,51,662.800895690918
16,200,1.0,0.9,54,1349.3755986690521
16,300,2.0,0.9,50,1943.692438840866
16,300,1.0,0.8,51,1983.802696466446
16,200,2.0,0.9,51,1345.6797568798065
16,300,1.0,0.8,51,1993.0417721271515
16,200,2.0,0.9,53,1330.8328769207
16,100,1.0,0.9,52,644.2533078193665
16,100,1.0,0.9,51,632.3657157421112
16,200,2.0,0.9,50,1325.1838147640228
16,200,2.0,0.9,52,1321.0573964118958
16,300,1.0,0.9,54,2077.7609679698944
16,100,1.0,0.8,50,656.712949514389
16,200,1.0,0.8,51,1322.4335193634033
16,100,1.0,0.8,52,670.6270506381989
16,200,1.0,0.8,51,1324.4683601856232
16,300,1.0,0.8,52,2021.1362850666046
16,100,2.0,0.9,51,649.2267098426819
16,200,1.0,0.9,49,1260.5067596435547
16,300,2.0,0.9,49,1960.66295170784
16,100,2.0,0.9,50,648.6913435459137
16,300,1.0,0.9,51,1949.3896918296814
16,300,2.0,0.9,51,1993.6347670555115
16,300,2.0,0.9,50,1949.7118365764618
16,100,1.0,0.9,54,636.6524837017059
16,200,2.0,0.9,51,1324.4218111038208
16,300,1.0,0.9,53,1987.0928761959076
16,300,1.0,0.8,51,1940.3237323760986
16,100,1.0,0.9,50,631.4884507656097
16,100,1.0,0.9,52,605.758145570755
16,200,1.0,0.9,53,1289.4295217990875
16,200,1.0,0.8,50,1246.471842288971
16,300,1.0,0.8,51,1892.3642747402191
16,100,1.0,0.8,52,625.4103832244873
16,200,1.0,0.9,52,1272.4205708503723
16,300,2.0,0.9,51,1921.1363258361816
16,100,1.0,0.8,50,504.4973900318146
16,300,1.0,0.9,50,1738.688805103302
16,200,2.0,0.9,49,1096.2605738639832
16,100,2.0,0.9,52,501.4366841316223
16,100,2.0,0.9,53,503.7031817436218
16,200,2.0,0.9,52,1010.3284106254578
16,300,1.0,0.9,53,1594.1107976436615
16,200,1.0,0.8,52,973.5483207702637
16,300,1.0,0.8,52,1606.7333691120148
16,300,2.0,0.9,50,1437.5621876716614
16,200,1.0,0.9,52,920.7698874473572
16,100,1.0,0.9,53,443.6680700778961
16,300,1.0,0.9,51,1353.097584247589
16,200,2.0,0.9,50,913.6895432472229
16,300,1.0,0.8,53,1416.360855102539
16,100,1.0,0.8,51,412.3537964820862
16,300,1.0,0.9,52,1308.5763847827911
16,300,2.0,0.9,50,1294.5699121952057
16,200,1.0,0.8,52,864.3051910400391
16,300,1.0,0.8,53,1325.9603431224823
16,300,1.0,0.8,53,982.1116826534271
16,300,2.0,0.9,52,956.1639034748077
16,100,1.0,0.9,52,263.5520100593567
16,300,2.0,0.9,53,1002.6764788627625
