16,100,1.0,0.9,23,414.45399165153503
16,200,1.0,0.9,25,797.4910891056061
16,100,1.0,0.8,23,396.1094388961792
16,100,2.0,0.9,23,399.5010974407196
16,200,1.0,0.8,25,803.8345289230347
16,200,2.0,0.9,25,838.9173243045807
16,300,1.0,0.9,24,1232.8350117206573
16,100,1.0,0.9,23,402.4928140640259
16,100,1.0,0.8,24,405.52320623397827
16,100,2.0,0.9,24,411.01378202438354
16,300,1.0,0.8,25,1226.412184715271
16,200,1.0,0.9,24,820.1085925102234
16,300,2.0,0.9,26,1261.9193024635315
16,200,1.0,0.8,25,815.0153546333313
16,200,2.0,0.9,27,823.9408633708954
16,300,1.0,0.9,25,1227.9502766132355
16,100,1.0,0.9,25,408.39966583251953
16,100,1.0,0.8,23,410.70202565193176
16,100,2.0,0.9,25,410.48818159103394
16,300,1.0,0.8,25,1227.3753089904785
16,100,1.0,0.9,23,408.0080568790436
16,100,1.0,0.9,24,408.98832607269287
16,100,1.0,0.9,24,403.47764682769775
16,200,1.0,0.9,25,817.6604332923889
16,100,1.0,0.8,23,409.441397190094
16,200,1.0,0.9,25,817.8226187229156
16,100,1.0,0.8,23,400.8009445667267
16,200,1.0,0.9,25,814.8049216270447
16,100,1.0,0.8,23,405.68006205558777
16,200,1.0,0.9,23,815.7660136222839
16,300,2.0,0.9,24,1234.1234567165375
16,300,1.0,0.9,25,1222.6019387245178
16,100,2.0,0.9,24,410.085018157959
16,300,1.0,0.9,27,1223.5708241462708
16,100,2.0,0.9,25,413.17642736434937
16,300,1.0,0.9,26,1221.8830151557922
16,100,2.0,0.9,23,416.27439737319946
16,300,1.0,0.9,24,1227.0097968578339
16,200,1.0,0.8,25,836.1793529987335
16,100,1.0,0.9,25,416.54169058799744
16,200,1.0,0.8,24,823.7453610897064
16,200,1.0,0.8,24,815.5366454124451
16,100,1.0,0.9,25,410.85935711860657
16,200,1.0,0.8,25,821.3938572406769
16,100,1.0,0.8,23,404.60951352119446
16,200,1.0,0.9,23,808.9119596481323
16,100,1.0,0.8,23,406.1015875339508
16,200,2.0,0.9,24,824.0308589935303
16,100,2.0,0.9,23,409.2486686706543
16,300,1.0,0.8,24,1226.4337940216064
16,300,1.0,0.8,24,1212.4539256095886
16,200,2.0,0.9,26,826.3055090904236
16,300,1.0,0.9,24,1227.681003332138
16,300,1.0,0.8,24,1225.1519138813019
16,200,2.0,0.9,24,819.3960473537445
16,100,2.0,0.9,23,410.4636251926422
16,300,1.0,0.8,24,1210.4808552265167
16,200,2.0,0.9,24,827.2681205272675
16,200,1.0,0.8,24,822.2085454463959
16,100,1.0,0.9,23,401.9351465702057
16,100,1.0,0.9,23,412.07914900779724
16,200,1.0,0.9,25,809.1040749549866
16,100,1.0,0.8,24,404.7593631744385
16,200,1.0,0.9,25,816.6457531452179
16,100,1.0,0.8,23,408.1751902103424
16,300,1.0,0.9,24,1218.496307849884
16,300,2.0,0.9,25,1239.861206293106
16,300,2.0,0.9,24,1239.953354358673
16,200,2.0,0.9,24,828.8164856433868
16,100,2.0,0.9,25,410.40552377700806
16,300,1.0,0.8,24,1216.8549914360046
16,300,2.0,0.9,25,1232.7749512195587
16,300,1.0,0.9,25,1220.7855098247528
16,300,2.0,0.9,24,1232.115214586258
16,100,2.0,0.9,23,394.65015172958374
16,200,1.0,0.8,24,749.500725030899
16,200,1.0,0.8,23,673.2325992584229
16,200,1.0,0.9,25,544.303512096405
16,200,2.0,0.9,24,535.6566536426544
16,300,1.0,0.8,27,866.3851974010468
16,300,1.0,0.9,27,802.2256102561951
16,300,2.0,0.9,24,800.3106429576874
16,300,1.0,0.8,23,774.04368019104
16,200,2.0,0.9,25,526.6654217243195
16,200,1.0,0.8,25,445.81888246536255
16,300,2.0,0.9,25,624.0077228546143
16,300,1.0,0.8,25,587.1746678352356
16,200,2.0,0.9,25,402.99604630470276
16,300,2.0,0.9,27,596.5812683105469
16,300,2.0,0.9,25,513.0963027477264
