16,1.0,0.99,47,520.9358911514282
16,1.0,0.99,45,521.4777376651764
16,1.0,0.99,46,529.5443856716156
16,1.0,0.7,51,563.2781276702881
16,3.0,0.8,47,568.1259543895721
16,3.0,0.8,48,570.8132054805756
16,2.0,0.9,50,578.3281033039093
16,2.0,0.9,51,578.6483745574951
16,3.0,0.8,49,586.4228630065918
16,1.0,0.7,50,587.3384501934052
16,2.0,0.9,49,591.407529592514
16,1.0,0.7,53,606.4652137756348
16,2.0,0.7,51,589.8078563213348
16,2.0,0.99,46,539.0412933826447
16,2.0,0.99,47,543.8797738552094
16,2.0,0.99,46,538.4374639987946
16,2.0,0.7,50,600.6186630725861
16,2.0,0.7,53,610.8017542362213
16,3.0,0.9,50,587.8859038352966
16,1.0,0.8,52,607.1150856018066
16,3.0,0.9,50,600.5941455364227
16,1.0,0.8,53,607.433128118515
16,3.0,0.9,51,617.5423376560211
16,1.0,0.8,52,602.9158089160919
16,3.0,0.99,46,535.7715363502502
16,3.0,0.7,49,581.2720994949341
16,2.0,0.8,50,593.6659812927246
16,3.0,0.99,46,533.5006647109985
16,3.0,0.7,50,595.3731727600098
16,2.0,0.8,50,595.7657270431519
16,3.0,0.7,51,603.2710688114166
16,2.0,0.8,49,594.4974358081818
16,3.0,0.99,46,531.4508628845215
16,1.0,0.9,52,572.5976927280426
16,1.0,0.9,50,570.1069042682648
16,1.0,0.9,53,582.1761145591736
16,1.0,0.99,44,525.8970947265625
16,1.0,0.99,46,527.865416765213
16,1.0,0.99,45,527.4001886844635
16,1.0,0.7,49,584.27295088768
16,3.0,0.8,49,589.9039685726166
16,1.0,0.7,50,579.0596017837524
16,2.0,0.9,50,587.1070489883423
16,2.0,0.9,53,615.5867810249329
16,3.0,0.8,50,594.1605319976807
16,1.0,0.7,51,592.6138300895691
16,2.0,0.9,51,605.067973613739
16,3.0,0.8,51,590.3766069412231
16,2.0,0.7,51,595.9176826477051
16,2.0,0.99,46,526.8775472640991
16,1.0,0.8,50,568.7015931606293
16,2.0,0.99,45,533.5351049900055
16,2.0,0.7,49,592.3181717395782
16,2.0,0.7,52,609.4278886318207
16,1.0,0.8,52,577.7143971920013
16,3.0,0.9,50,589.8052411079407
16,2.0,0.99,45,527.4422419071198
16,1.0,0.8,50,578.67684674263
16,3.0,0.9,50,586.1407985687256
16,3.0,0.9,48,594.5576612949371
16,2.0,0.8,49,597.2723915576935
16,3.0,0.99,46,538.9346663951874
16,1.0,0.9,51,581.1973373889923
16,2.0,0.8,48,565.164882183075
16,3.0,0.7,48,589.1442663669586
16,3.0,0.99,46,537.8762340545654
16,3.0,0.7,49,594.1020658016205
16,2.0,0.8,51,615.5856375694275
16,1.0,0.9,53,596.8306419849396
16,1.0,0.9,49,582.423303604126
16,3.0,0.7,49,591.3566167354584
16,3.0,0.99,47,539.7226622104645
16,1.0,0.99,46,528.6112699508667
16,1.0,0.99,46,530.601655960083
16,1.0,0.7,49,562.2258453369141
16,1.0,0.7,50,589.2402713298798
16,1.0,0.99,45,526.6138741970062
16,2.0,0.9,50,590.1224086284637
16,2.0,0.9,48,580.5427644252777
16,3.0,0.8,52,605.7743513584137
16,3.0,0.8,49,574.0480647087097
16,2.0,0.9,49,572.9203271865845
16,1.0,0.7,49,587.8572106361389
16,3.0,0.8,52,588.2151072025299
16,2.0,0.99,47,522.0226335525513
16,2.0,0.7,50,596.0671615600586
16,2.0,0.99,46,522.6551520824432
16,2.0,0.7,49,577.1327252388
16,1.0,0.8,51,572.5660879611969
16,1.0,0.8,52,577.3054893016815
16,2.0,0.99,46,524.0345120429993
16,2.0,0.7,48,582.958188533783
16,3.0,0.9,49,581.5155816078186
16,1.0,0.8,51,582.2503924369812
16,3.0,0.9,51,602.3091630935669
16,3.0,0.9,48,578.757246017456
16,3.0,0.7,49,583.7774658203125
16,2.0,0.8,50,575.0092980861664
16,3.0,0.7,47,579.1105260848999
16,1.0,0.9,53,569.755467414856
16,3.0,0.99,47,526.8486225605011
16,2.0,0.8,50,594.5517792701721
16,1.0,0.9,52,572.5280187129974
16,2.0,0.8,48,568.484719991684
16,3.0,0.7,51,584.8314113616943
16,3.0,0.99,48,523.4130525588989
16,3.0,0.99,47,511.23691177368164
16,1.0,0.9,50,549.4649531841278
16,1.0,0.99,46,303.8329372406006
16,1.0,0.7,50,324.9557375907898
16,2.0,0.9,53,357.2946820259094
16,3.0,0.8,51,361.6875116825104
16,2.0,0.7,51,331.95998549461365
16,1.0,0.8,51,337.80982422828674
16,2.0,0.99,45,304.2327151298523
16,3.0,0.9,52,332.2145712375641
16,2.0,0.8,51,318.4833071231842
16,3.0,0.7,49,304.08317947387695
16,1.0,0.9,52,312.1201112270355
16,3.0,0.99,46,284.90096616744995
