1600,22,2394.5417680740356
1600,25,2398.545521736145
1600,24,2405.998770713806
1600,23,2419.2307794094086
1600,23,2421.230808734894
1600,23,2432.697867155075
1600,24,2440.022777557373
1600,22,2441.6341228485107
1600,23,2441.9284603595734
1600,23,2457.0115048885345
3200,23,2535.537002801895
3200,24,2531.818209171295
3200,24,2514.7252418994904
3200,24,2542.0964329242706
3200,23,2545.2375223636627
3200,24,2546.18115234375
3200,24,2531.8136723041534
3200,23,2535.739016532898
3200,23,2547.0391614437103
3200,24,2553.0628547668457
4800,26,2641.9411900043488
4800,24,2644.802548646927
4800,24,2636.5159211158752
4800,24,2639.8239855766296
4800,25,2640.8310086727142
4800,24,2636.8696522712708
4800,24,2655.8126838207245
4800,25,2649.6306092739105
4800,25,2664.2586381435394
4800,25,2648.970887899399
