1600,45,1003.3265533447266
1600,46,1004.9752714633942
1600,46,1006.0065202713013
1600,45,1007.1627867221832
3200,47,1293.218209028244
3200,46,1304.3960251808167
3200,47,1305.331659078598
3200,46,1317.504640340805
4800,46,1584.9084882736206
4800,46,1590.332835674286
4800,48,1593.040936946869
4800,46,1596.776762008667
1600,46,906.3136515617371
1600,45,902.9480657577515
3200,45,1201.2435057163239
1600,46,932.3193511962891
1600,45,931.1956210136414
4800,47,1525.1467723846436
3200,47,1243.3639709949493
3200,46,1243.5252223014832
1600,46,870.3374180793762
3200,47,1194.9606614112854
4800,46,1490.0090534687042
4800,46,1389.972059726715
3200,47,1064.911395072937
4800,47,1392.8960342407227
1600,47,751.4769542217255
4800,46,1040.385523557663
3200,48,751.7902233600616
4800,48,854.2259833812714
