1600,11,19.576711177825928
1600,11,19.690957069396973
1600,11,19.581578969955444
1600,11,19.70658278465271
3200,11,26.915366649627686
3200,11,27.165363311767578
3200,11,27.524738073349
3200,11,27.524736166000366
4800,11,34.22582149505615
4800,11,34.303946018218994
4800,11,34.463879108428955
4800,11,33.94824957847595
1600,11,18.741679191589355
1600,11,18.98020052909851
3200,11,25.980204105377197
1600,11,19.098307609558105
3200,11,26.20852565765381
1600,11,19.19587540626526
3200,11,26.088149309158325
4800,11,33.8437979221344
1600,11,18.40382480621338
3200,11,25.017353057861328
4800,11,32.53463006019592
1600,11,15.300755262374878
3200,11,22.893277406692505
4800,11,29.66305947303772
4800,11,30.288101196289062
3200,11,16.143871307373047
4800,11,23.43054962158203
4800,11,18.36753273010254
